customer_id,total_orders,total_spent,avg_order_value,max_order_value,avg_delivery_delay,avg_review_score,late_delivery_ratio,avg_installments,avg_freight_value,first_order_date,last_order_date,customer_tenure_days,days_since_purchase,churn
000f17e290c26b28549908a04cfe36c1,1,139.52,139.52,139.52,-8.0,5.0,0.0,1.0,16.62,2017-11-10,2017-11-10,0,111,1
0010068a73b7c56da5758c3f9e5c7375,1,54.83,54.83,54.83,-12.0,5.0,0.0,1.0,24.84,2017-04-11,2017-04-11,0,324,1
00104a47c29da701ce41ee52077587d9,1,100.34,100.34,100.34,-21.0,4.0,0.0,3.0,16.35,2018-01-14,2018-01-14,0,46,0
00114026c1b7b52ab1773f317ef4880b,1,66.00999999999999,66.00999999999999,66.00999999999999,-15.0,5.0,0.0,4.0,16.11,2017-06-01,2017-06-01,0,273,1
001226b2341ef620415ce7bbafcfac28,1,47.53,47.53,47.53,-21.0,3.0,0.0,1.0,17.63,2017-09-29,2017-09-29,0,153,1
0013280441d86a4f7a8006efdaf1b0fe,1,162.15,162.15,162.15,-14.0,5.0,0.0,3.0,12.25,2018-01-08,2018-01-08,0,52,0
001450ebb4a77efb3d68be5f7887cb1e,1,61.33,61.33,61.33,-6.0,2.0,0.0,6.0,23.69,2018-02-26,2018-02-26,0,3,0
00146ad30454993879adaa91c518f68c,1,221.79,221.79,221.79,-16.0,3.0,0.0,7.0,21.89,2018-01-08,2018-01-08,0,52,0
00155f0530cc7b2bf73cc3f81cb01c52,1,40.75,40.75,40.75,-16.0,5.0,0.0,4.0,11.85,2017-05-14,2017-05-14,0,291,1
0015f7887e2fde13ddaa7b8e385af919,1,186.74,186.74,186.74,-16.0,3.0,0.0,5.0,18.75,2017-07-31,2017-07-31,0,213,1
0018f7fde63ca77254dbc47f4ea358b2,1,51.27,51.27,51.27,-20.0,5.0,0.0,3.0,13.37,2017-09-26,2017-09-26,0,156,1
001a57041f56400917a187dd74e6cbc1,1,53.72,53.72,53.72,-12.0,5.0,0.0,5.0,8.72,2018-01-17,2018-01-17,0,43,0
001f35d9f262c558fd065346fbf5801d,1,46.53,46.53,46.53,-1.0,4.0,0.0,1.0,17.63,2018-01-25,2018-01-25,0,35,0
001f6f1a5e902ad14e1f709a7215de11,1,34.86,34.86,34.86,-18.0,5.0,0.0,1.0,10.96,2017-02-07,2017-02-07,0,387,1
002236c4f333bc8df6a5939749eb7869,1,69.84,69.84,69.84,-11.0,5.0,0.0,1.0,9.94,2018-01-22,2018-01-22,0,38,0
002408f390f729598bbac1ef9421c6ae,1,258.01,258.01,258.01,-7.0,5.0,0.0,1.0,62.11,2018-01-10,2018-01-10,0,50,0
002450e9ea44cb90b8a07ba0b197e149,1,40.0,40.0,40.0,-15.0,4.0,0.0,1.0,15.1,2017-08-16,2017-08-16,0,197,1
002834b4d901534f48d9e9a72047b288,1,214.14,214.14,214.14,-26.0,5.0,0.0,8.0,16.14,2017-10-08,2017-10-08,0,144,1
002937abdae13680e17dccd3868b4825,1,43.55,43.55,43.55,-8.0,4.0,0.0,4.0,34.15,2017-11-24,2017-11-24,0,97,1
0029cdf064769cabdf3186b54d068c99,1,483.7,483.7,483.7,-14.0,4.0,0.0,1.0,23.71,2018-02-04,2018-02-04,0,25,0
002c625393dfa194828b462a6ef8cb0b,1,371.87,371.87,371.87,-17.0,5.0,0.0,6.0,60.62,2017-11-19,2017-11-19,0,102,1
002d358e2462f87678443706cbf2eb21,1,45.61,45.61,45.61,-7.0,4.0,0.0,3.0,16.11,2018-01-31,2018-01-31,0,29,0
002f067b028a3643ad3a0969c7a0f3dc,1,107.84,107.84,107.84,-11.0,5.0,0.0,3.0,27.94,2017-10-19,2017-10-19,0,133,1
002f90a6eb386bc43bc9ba200db31a89,1,153.51,153.51,153.51,-19.0,5.0,0.0,3.0,33.71,2017-06-15,2017-06-15,0,259,1
002fb8fc5ce64f8422fa2fe79986c783,1,67.67999999999999,67.67999999999999,67.67999999999999,-11.0,5.0,0.0,1.0,7.78,2017-11-26,2017-11-26,0,95,1
0030aded3a67b29946a128ee8468388e,1,58.59,58.59,58.59,-15.0,1.0,0.0,2.0,12.69,2017-11-23,2017-11-23,0,98,1
0030fbb95fbe7e61f798a80edb01a8e9,1,26.85,26.85,26.85,-12.0,2.0,0.0,1.0,11.85,2017-11-09,2017-11-09,0,112,1
00314f95a054231742e3c5396b333b88,1,59.34,59.34,59.34,-14.0,5.0,0.0,1.0,9.34,2018-01-08,2018-01-08,0,52,0
0031abfb953b66e998f67b09e7b11375,1,671.85,671.85,671.85,-19.0,1.0,0.0,5.0,33.95,2018-01-23,2018-01-23,0,37,0
0031c1062edf836ef7a7a7ea758b137b,1,81.0,81.0,81.0,-7.0,5.0,0.0,2.0,11.1,2017-03-01,2017-03-01,0,365,1
00330644cccc5db0276fa836976306fe,1,55.1,55.1,55.1,-8.0,5.0,0.0,3.0,17.6,2017-10-30,2017-10-30,0,122,1
00331de1659c7f4fb660c8810e6de3f5,1,243.69,243.69,243.69,-7.0,1.0,0.0,1.0,36.69,2017-12-18,2017-12-18,0,73,0
0033823ee55671ac5317d423291333c2,2,158.95999999999998,79.47999999999999,79.47999999999999,-11.0,4.0,0.0,1.0,17.68,2017-05-29,2017-05-29,0,276,1
003536ce5e18f1d12b9bf76932f8a6b1,1,53.33,53.33,53.33,-7.0,5.0,0.0,1.0,9.34,2017-10-16,2017-10-16,0,136,1
0036875772a8eeb391b8cd7226283fdd,1,61.85,61.85,61.85,-18.0,5.0,0.0,1.0,11.85,2018-01-21,2018-01-21,0,39,0
00380c010de38d578d02117f6d0b88e7,1,64.1,64.1,64.1,-11.0,4.0,0.0,1.0,15.1,2018-02-28,2018-02-28,0,1,0
0039b3e41ac6615814a0b44a8992bff5,1,34.59,34.59,34.59,-23.0,5.0,0.0,1.0,15.1,2018-01-11,2018-01-11,0,49,0
003a75d228dc67cb2918e40c2aacc4bf,1,79.28,79.28,79.28,-5.0,3.0,0.0,1.0,19.48,2017-10-19,2017-10-19,0,133,1
003bdf7fd8312f9d14a4b979f3747334,1,43.68,43.68,43.68,-6.0,5.0,0.0,3.0,7.78,2017-11-28,2017-11-28,0,93,1
003cbe6a43560a8b6fd2c07531257c2d,1,27.75,27.75,27.75,-6.0,5.0,0.0,1.0,14.1,2018-02-01,2018-02-01,0,28,0
003e45472805afa1ee701d83284fa22b,1,30.6,30.6,30.6,-15.0,4.0,0.0,1.0,14.1,2017-06-11,2017-06-11,0,263,1
003eab528664e1bd677218ef4be086ac,1,77.1,77.1,77.1,-21.0,5.0,0.0,7.0,14.2,2017-04-03,2017-04-03,0,332,1
003ec17a1389fa302f3a0423dddd8650,1,17.77,17.77,17.77,-11.0,5.0,0.0,1.0,7.78,2018-01-14,2018-01-14,0,46,0
003f7d92ac63c512bb6584219806f8df,1,84.91000000000001,84.91000000000001,84.91000000000001,8.0,1.0,1.0,1.0,12.01,2018-02-14,2018-02-14,0,15,0
0040b00970e2139e8c43b647c0da5305,1,41.93,41.93,41.93,-5.0,5.0,0.0,2.0,10.96,2017-01-26,2017-01-26,0,399,1
00411811e3b661e746a6e1ce1f0878ab,1,367.2,367.2,367.2,-16.0,1.0,0.0,3.0,18.2,2017-05-07,2017-05-07,0,298,1
00426311a53f3c052943c88b692a3be2,1,273.66,273.66,273.66,-20.0,4.0,0.0,1.0,96.66,2017-12-13,2017-12-13,0,78,0
0042d04ee8231b36dcb29aac213f5db4,1,33.47,33.47,33.47,-14.0,3.0,0.0,3.0,14.52,2017-04-10,2017-04-10,0,325,1
0043b0afd67fb3af74360d2893b9a530,1,115.45,115.45,115.45,-1.0,5.0,0.0,3.0,15.46,2017-11-15,2017-11-15,0,106,1
00474d2582fd72663036795b7ab8cfc1,1,108.84,108.84,108.84,-28.0,4.0,0.0,1.0,29.04,2016-10-04,2016-10-04,0,513,1
004937d0f9d6ce15c2830c00c2f482e5,2,141.82,70.91,70.91,1.0,4.0,1.0,1.0,11.91,2018-01-27,2018-01-27,0,33,0
00498d14e21c58ed2feb5d5feb4cd706,1,106.87,106.87,106.87,-14.0,3.0,0.0,5.0,17.87,2018-01-12,2018-01-12,0,48,0
0049e8442c2a3e4a8d1ff5a9549abd53,2,2501.62,1250.81,1250.81,-12.0,5.0,0.0,4.0,50.81,2017-08-28,2017-08-28,0,185,1
004d41e9bf012c669db1a257888d85a2,1,307.24,307.24,307.24,-10.0,4.0,0.0,1.0,27.24,2017-07-14,2017-07-14,0,230,1
00502500a53243e07961383bf1a6fa82,1,71.92,71.92,71.92,-2.0,5.0,0.0,1.0,16.02,2018-02-20,2018-02-20,0,9,0
005092c23e81812fbbe11fc6cf7e5316,1,44.0,44.0,44.0,-6.0,5.0,0.0,1.0,14.1,2017-08-06,2017-08-06,0,207,1
0050b4dd994efa94b2cd3210e4cecf32,1,164.38,164.38,164.38,-13.0,4.0,0.0,1.0,31.68,2017-07-11,2017-07-11,0,233,1
0051337a96842850e1ec728dd158f4b3,1,237.99,237.99,237.99,-29.0,3.0,0.0,1.0,18.0,2017-01-30,2017-01-30,0,395,1
005196c65bab2861e397cc85bc7664bf,1,1233.65,1233.65,1233.65,1.0,5.0,1.0,10.0,144.65,2018-01-17,2018-01-17,0,43,0
00520034b873d2cdfe098fd0a634d03d,1,162.45000000000002,162.45000000000002,162.45000000000002,-13.0,4.0,0.0,1.0,12.55,2017-07-07,2017-07-07,0,237,1
0054556ea954a76ad6f9c4ba79d34a98,1,51.78,51.78,51.78,-18.0,4.0,0.0,2.0,16.79,2017-08-08,2017-08-08,0,205,1
0054f2f885ca69abcf4935c9506d7851,1,51.71,51.71,51.71,-14.0,4.0,0.0,2.0,8.72,2017-03-31,2017-03-31,0,335,1
005596395ca3acd0433fe7d6f95a028e,1,60.0,60.0,60.0,-23.0,1.0,0.0,1.0,28.2,2017-08-25,2017-08-25,0,188,1
0055e9b290953716739bd94a256a4144,1,59.29,59.29,59.29,-7.0,4.0,0.0,5.0,16.79,2017-07-09,2017-07-09,0,235,1
0056a2580b5c68cfa6b43c6ef6adbc03,1,63.49,63.49,63.49,-15.0,5.0,0.0,6.0,15.79,2017-09-15,2017-09-15,0,167,1
00573ea7a2ac9dff51ac3d177cd6eaea,1,38.01,38.01,38.01,-14.0,4.0,0.0,1.0,8.11,2018-02-03,2018-02-03,0,26,0
0057f8b7c332d630b992d6a8ca79748c,1,123.69,123.69,123.69,-2.0,2.0,0.0,1.0,13.79,2018-02-15,2018-02-15,0,14,0
0058ebe2dc136d918dd001968cfa5903,1,270.0,270.0,270.0,-14.0,3.0,0.0,5.0,30.02,2017-02-09,2017-02-09,0,385,1
005b65c9a6485aa1b7ac382dd87b018f,1,39.89,39.89,39.89,-14.0,4.0,0.0,1.0,15.1,2017-05-12,2017-05-12,0,293,1
005c611fb96be942e75d22129c370268,1,54.55,54.55,54.55,-27.0,4.0,0.0,1.0,29.55,2017-02-13,2017-02-13,0,381,1
005e2fff255d3d69e6cfc8c4928d33a9,1,129.89,129.89,129.89,-18.0,5.0,0.0,1.0,21.25,2018-01-05,2018-01-05,0,55,0
00618f4116647066768ca73893989605,1,129.32,129.32,129.32,-7.0,4.0,0.0,4.0,12.32,2018-01-31,2018-01-31,0,29,0
006496598c918064dc19eef95e5e47f8,1,76.65,76.65,76.65,-15.0,1.0,0.0,7.0,17.66,2018-02-22,2018-02-22,0,7,0
0066d0530824a5e8044c71af62dea8d5,1,34.09,34.09,34.09,-6.0,5.0,0.0,2.0,14.1,2017-11-22,2017-11-22,0,99,1
0068a2209e2c7631566539fef4331bf8,1,34.09,34.09,34.09,-11.0,2.0,0.0,1.0,15.1,2017-05-19,2017-05-19,0,286,1
0068b31b2dd799c334e7b6283333f84a,1,186.85,186.85,186.85,-3.0,4.0,0.0,4.0,16.95,2017-12-22,2017-12-22,0,69,0
00694a1bf2da47e37b2bd3193eeae839,1,35.77,35.77,35.77,-7.0,3.0,0.0,1.0,7.78,2017-11-24,2017-11-24,0,97,1
006a5d6b5f648f3811fd4fa94d93a67c,2,153.88,76.94,76.94,-18.0,5.0,0.0,3.0,11.95,2017-05-30,2017-05-30,0,275,1
006ba1709128094a7047a4fa349f9bc8,1,132.39,132.39,132.39,-15.0,2.0,0.0,1.0,34.49,2017-11-13,2017-11-13,0,108,1
006d300ffcb82917c9866dd5a507dbe6,1,471.05,471.05,471.05,-28.0,5.0,0.0,1.0,17.35,2017-02-16,2017-02-16,0,378,1
006e0e7aa73b77bfcc0c4b2a3f3ab0cc,1,70.35,70.35,70.35,-3.0,1.0,0.0,1.0,11.85,2017-06-10,2017-06-10,0,264,1
006e35001c6c8c65ad4b20a8925d2b9f,1,85.14,85.14,85.14,-16.0,1.0,0.0,3.0,15.24,2017-05-23,2017-05-23,0,282,1
006f0d8cda092921f2cd9159db212237,1,71.72,71.72,71.72,-10.0,5.0,0.0,1.0,16.82,2017-11-11,2017-11-11,0,110,1
00701ade29704fc9aa33a8766b082cb6,1,107.78,107.78,107.78,-12.0,4.0,0.0,1.0,17.88,2017-08-26,2017-08-26,0,187,1
0072357d0a3394d268c6abb9e30aaafe,1,90.05,90.05,90.05,-9.0,5.0,0.0,1.0,12.05,2018-01-02,2018-01-02,0,58,0
0074a15febc9459ab2f999ea0e22c8d6,1,425.24,425.24,425.24,5.0,1.0,1.0,1.0,27.24,2017-11-28,2017-11-28,0,93,1
0075589b789b6bce7b058adab7e9a6f5,1,65.6,65.6,65.6,-16.0,5.0,0.0,1.0,16.6,2017-10-03,2017-10-03,0,149,1
007612fef51262f4762d32add5d128cc,1,102.87,102.87,102.87,-18.0,5.0,0.0,10.0,12.97,2017-12-30,2017-12-30,0,61,0
00765aebd8e20a9a8aa8c28d0099a938,1,27.77,27.77,27.77,-11.0,3.0,0.0,2.0,7.78,2017-07-19,2017-07-19,0,225,1
007732425b3cfb147a3ca928ce907cc1,1,195.92,195.92,195.92,-8.0,5.0,0.0,1.0,16.02,2017-09-12,2017-09-12,0,170,1
00788705370da606e9f8390258b9e977,1,44.09,44.09,44.09,-15.0,5.0,0.0,1.0,14.1,2018-01-06,2018-01-06,0,54,0
0078c6b33ae4a3f03de57a8ad36648e1,1,75.53,75.53,75.53,-16.0,5.0,0.0,1.0,15.63,2017-04-17,2017-04-17,0,318,1
0079368290cd7f161d62e7df9377d8ce,1,57.42,57.42,57.42,-14.0,5.0,0.0,1.0,14.52,2017-03-13,2017-03-13,0,353,1
00796be07bfc87dad2e31ef15490a718,1,136.28,136.28,136.28,-11.0,5.0,0.0,1.0,46.31,2017-11-09,2017-11-09,0,112,1
007a6cde976f335c04a22d7043dd23f0,1,99.7,99.7,99.7,-12.0,3.0,0.0,5.0,19.8,2017-10-17,2017-10-17,0,135,1
007b7f04a35e02745c23ea706492ca20,1,77.06,77.06,77.06,-43.0,4.0,0.0,1.0,17.16,2017-01-21,2017-01-21,0,404,1
007c76c2ab6101f00798548775dfdbaf,1,281.26,281.26,281.26,-13.0,4.0,0.0,3.0,16.36,2018-01-06,2018-01-06,0,54,0
007d1c8a4fe2a7d4233d5ad3ea74a29b,1,38.56,38.56,38.56,-5.0,4.0,0.0,1.0,28.16,2018-01-10,2018-01-10,0,50,0
007dd470bdcf9dc8ffcd44beb79dc18c,1,179.78,179.78,179.78,-22.0,1.0,0.0,2.0,14.88,2018-02-18,2018-02-18,0,11,0
007e99fec9d53dfa4e5d8be9c2b36ca7,7,2872.59,410.37,410.37,0.0,4.0,0.0,1.1428571428571428,10.38,2017-06-02,2017-06-02,0,272,1
007ff1d42a6a44f0e16e18d2d7d5f72e,1,98.83,98.83,98.83,-17.0,5.0,0.0,2.0,18.84,2017-03-30,2017-03-30,0,336,1
0080e98d82eceee143dc006defe00687,1,72.66,72.66,72.66,-11.0,4.0,0.0,3.0,12.76,2017-10-26,2017-10-26,0,126,1
008598a4ca17eba904c5fed695cb13be,1,100.34,100.34,100.34,-15.0,3.0,0.0,4.0,16.35,2017-07-31,2017-07-31,0,213,1
008657b86f500495539ffa6d275351b7,1,76.08,76.08,76.08,-25.0,5.0,0.0,1.0,16.18,2017-10-08,2017-10-08,0,144,1
0088393a302a84e57cc69c9d365f5efa,1,66.00999999999999,66.00999999999999,66.00999999999999,-7.0,5.0,0.0,3.0,16.11,2017-07-14,2017-07-14,0,230,1
0088395699ea0fcd459bfbef084997db,1,28.42,28.42,28.42,-21.0,5.0,0.0,2.0,14.52,2017-04-02,2017-04-02,0,333,1
008871f261eb4390ca7a1ded607ea417,1,128.31,128.31,128.31,-12.0,4.0,0.0,1.0,12.31,2017-05-13,2017-05-13,0,292,1
0089c34393989276de67746531e0df21,1,27.33,27.33,27.33,-3.0,5.0,0.0,1.0,9.34,2017-10-17,2017-10-17,0,135,1
008d16b47540f172f75b765d5ea1eed0,1,150.87,150.87,150.87,-10.0,5.0,0.0,3.0,20.88,2018-02-05,2018-02-05,0,24,0
008def95c3ec7f58d2cc8f2b1d2c3feb,2,102.28,51.14,51.14,-10.0,4.0,0.0,2.5,34.15,2017-08-21,2017-08-21,0,192,1
008f931f2de5414536a04cdd033bea60,1,450.24,450.24,450.24,-5.0,4.0,0.0,20.0,50.24,2017-12-14,2017-12-14,0,77,0
009043346db59e970bcad7e5a6e590ca,1,107.87,107.87,107.87,-16.0,5.0,0.0,6.0,17.88,2017-09-15,2017-09-15,0,167,1
0090571a7077aaa71825c98f660695df,1,189.81,189.81,189.81,-8.0,5.0,0.0,1.0,15.39,2017-03-12,2017-03-12,0,354,1
0092770b2a1471643d88b60d6b804464,1,198.67,198.67,198.67,-17.0,4.0,0.0,10.0,38.67,2017-12-21,2017-12-21,0,70,0
0092ebfee8043dae610fab832e61acff,1,524.3000000000001,524.3000000000001,524.3000000000001,-15.0,1.0,0.0,7.0,10.85,2018-02-22,2018-02-22,0,7,0
00931b6a1ae01ead1f98d4e1d1547106,1,103.36,103.36,103.36,-21.0,5.0,0.0,1.0,16.37,2017-12-09,2017-12-09,0,82,0
00931eabd5b24b4a2d97ec779d739631,1,65.09,65.09,65.09,-15.0,5.0,0.0,1.0,15.1,2017-05-24,2017-05-24,0,281,1
00951234ffc26898cb0f62b8c0e89f88,1,65.09,65.09,65.09,-16.0,5.0,0.0,1.0,15.1,2017-10-22,2017-10-22,0,130,1
0095298db7c70d082c2584d4eb496654,1,299.2,299.2,299.2,-9.0,4.0,0.0,7.0,19.21,2017-09-13,2017-09-13,0,169,1
0095d34ddb16f0d0776fc9f2a341dfcd,1,257.3,257.3,257.3,-13.0,5.0,0.0,10.0,17.31,2018-01-13,2018-01-13,0,47,0
0098400373e087d3c231fb5d37834fde,1,119.39,119.39,119.39,-15.0,5.0,0.0,2.0,19.4,2017-03-23,2017-03-23,0,343,1
0098c4d01b3588b0b61ac012e5e4b228,1,168.20000000000002,168.20000000000002,168.20000000000002,-17.0,5.0,0.0,1.0,18.3,2017-08-04,2017-08-04,0,209,1
0099a73bb9e6010fad1106f3dbadfc1d,1,127.98,127.98,127.98,-11.0,4.0,0.0,2.0,24.01,2017-04-17,2017-04-17,0,318,1
0099bfdae84652b1df38e27c0fc216e3,1,165.8,165.8,165.8,8.0,1.0,1.0,3.0,15.8,2018-01-22,2018-01-22,0,38,0
009ac0aeacb7e5c368452976385b7903,1,590.3700000000001,590.3700000000001,590.3700000000001,-7.0,4.0,0.0,2.0,50.67,2017-09-15,2017-09-15,0,167,1
009bd844996868ab5166ade7dd9ab471,1,135.57999999999998,135.57999999999998,135.57999999999998,-13.0,5.0,0.0,1.0,15.59,2018-02-13,2018-02-13,0,16,0
009c99241ad4ac86427982c474c18771,1,50.7,50.7,50.7,-37.0,4.0,0.0,1.0,20.8,2017-05-03,2017-05-03,0,302,1
009e30667771830117017cf8581b98a5,1,77.57,77.57,77.57,-8.0,5.0,0.0,1.0,17.67,2017-09-11,2017-09-11,0,171,1
00a02bdfd1741b999de5e2ccfdb8cfc8,1,48.68,48.68,48.68,-8.0,4.0,0.0,2.0,12.69,2018-02-12,2018-02-12,0,17,0
00a1edfeac0ce7adf9357b89c9659eb2,1,112.82,112.82,112.82,-18.0,5.0,0.0,1.0,12.83,2017-10-25,2017-10-25,0,127,1
00a49178247b91322bdca02625e81f7a,1,100.77,100.77,100.77,-14.0,5.0,0.0,1.0,35.77,2017-07-02,2017-07-02,0,242,1
00a5ee1a809dde5ccdb5b8c58531c343,1,74.42999999999998,74.42999999999998,74.42999999999998,-14.0,5.0,0.0,1.0,9.94,2018-01-28,2018-01-28,0,32,0
00a6e2753fc2652cb87386ffbf5792b2,1,192.14,192.14,192.14,4.0,5.0,1.0,1.0,31.34,2017-02-20,2017-02-20,0,374,1
00a860aeb15fb205efdb0c689d8f9c6a,2,146.68,73.34,73.34,-17.0,4.0,0.0,1.0,13.44,2017-09-05,2017-09-05,0,177,1
00ab90b4fd9fa3d490ab687f992763d6,1,62.78,62.78,62.78,-5.0,4.0,0.0,6.0,7.78,2017-11-19,2017-11-19,0,102,1
00af1761df71da362764c51bb96f5118,1,137.6,137.6,137.6,-4.0,5.0,0.0,2.0,14.61,2017-11-28,2017-11-28,0,93,1
00b14856ef33f09ac83df50620ce60b1,1,109.13,109.13,109.13,-9.0,5.0,0.0,2.0,13.23,2017-09-20,2017-09-20,0,162,1
00b196cc59531c4dbba23e94fff01d6c,1,114.65,114.65,114.65,-18.0,1.0,0.0,3.0,25.65,2017-10-27,2017-10-27,0,125,1
00b4a445a17922526d9b64e567ac2865,1,143.71,143.71,143.71,-21.0,4.0,0.0,2.0,23.71,2017-07-09,2017-07-09,0,235,1
00b5072ef1192bc4d02e1d6264317bb0,1,366.27,366.27,366.27,-12.0,1.0,0.0,6.0,42.57,2017-11-23,2017-11-23,0,98,1
00b6731ea206414be73f8c73bec1951e,1,182.36,182.36,182.36,-13.0,1.0,0.0,5.0,32.56,2017-12-12,2017-12-12,0,79,0
00b694184c8c2f2a565e4def5a00b8ee,1,124.33,124.33,124.33,-5.0,5.0,0.0,10.0,34.43,2017-07-20,2017-07-20,0,224,1
00b78d0d0484fc9f3e1138e1ab752db6,1,212.8,212.8,212.8,-17.0,5.0,0.0,4.0,12.9,2017-12-04,2017-12-04,0,87,0
00b7c3578d5231b0b60a62414118652b,2,381.24,190.62,190.62,-27.0,5.0,0.0,3.0,25.64,2017-04-26,2017-04-26,0,309,1
00b7dcb6e32230f09195eb0e9aa1a94b,1,96.99000000000001,96.99000000000001,96.99000000000001,-14.0,4.0,0.0,1.0,12.09,2017-05-13,2017-05-13,0,292,1
00b9f074bf913ebcb8e7b9d7f8398782,1,434.35,434.35,434.35,-11.0,5.0,0.0,10.0,19.35,2017-08-01,2017-08-01,0,212,1
00ba767af52461bf567696d2a6d2909f,4,248.04,62.01,62.01,-13.0,4.0,0.0,1.0,16.11,2017-10-25,2017-10-25,0,127,1
00ba7e4052ff6531f4e8aa0b0054318b,1,116.22,116.22,116.22,-12.0,5.0,0.0,6.0,32.22,2017-05-07,2017-05-07,0,298,1
00bae1a0d3566c3af0c3c67fd2204935,1,57.6,57.6,57.6,-13.0,3.0,0.0,1.0,30.2,2018-02-22,2018-02-22,0,7,0
00bb27539e10159490e73842a90b173e,1,31.58,31.58,31.58,-8.0,5.0,0.0,1.0,7.78,2017-07-27,2017-07-27,0,217,1
00bb2dd15521a8a428bb530b4cabb403,1,328.6,328.6,328.6,-12.0,5.0,0.0,10.0,13.7,2017-08-02,2017-08-02,0,211,1
00bd25230af840df218e6902df6ac894,1,36.01,36.01,36.01,-7.0,4.0,0.0,1.0,16.11,2018-01-29,2018-01-29,0,31,0
00be672c9d26099d6fd918cf76a4ef67,1,60.1,60.1,60.1,-15.0,4.0,0.0,1.0,15.1,2017-08-14,2017-08-14,0,199,1
00bf0246fe43d0dac8842035f21f8a76,1,162.06,162.06,162.06,-19.0,4.0,0.0,1.0,14.06,2018-01-22,2018-01-22,0,38,0
00bf77539bad79ed21c55cdea4375985,1,42.0,42.0,42.0,-12.0,5.0,0.0,1.0,15.1,2018-02-23,2018-02-23,0,6,0
00c042af846ab3125854b4abc3bf25a6,1,257.92,257.92,257.92,6.0,1.0,1.0,1.0,17.93,2017-09-18,2017-09-18,0,164,1
00c120d7afbe4803d4771a8f3696ec85,1,165.5,165.5,165.5,-13.0,2.0,0.0,6.0,25.5,2017-12-03,2017-12-03,0,88,0
00c1cef22f54b3d3935e1c145b0c6ec6,1,182.84,182.84,182.84,-23.0,1.0,0.0,3.0,34.84,2018-02-03,2018-02-03,0,26,0
00c23397b535962f65c89900d6a9ab22,1,67.39,67.39,67.39,-16.0,5.0,0.0,6.0,8.72,2018-01-01,2018-01-01,0,59,0
00c2781c163b9f057924ed8c45c724d4,1,558.92,558.92,558.92,-13.0,1.0,0.0,8.0,45.67,2018-01-29,2018-01-29,0,31,0
00c32f58ea39ae8132d9b1a32b81b167,1,29.1,29.1,29.1,-14.0,5.0,0.0,2.0,15.11,2017-05-10,2017-05-10,0,295,1
00c36dc4ec485e2500e9a669d6ea63d6,1,218.16,218.16,218.16,-11.0,4.0,0.0,5.0,83.19,2017-09-21,2017-09-21,0,161,1
00c38945ab09a0f226419274da4675e4,1,78.9,78.9,78.9,-11.0,4.0,0.0,1.0,19.9,2018-01-06,2018-01-06,0,54,0
00c3e2f6fe2448015cbd44f4b7814273,1,141.23000000000002,141.23000000000002,141.23000000000002,-7.0,3.0,0.0,1.0,21.33,2017-07-19,2017-07-19,0,225,1
00c5a25662a028f00093f247b945f959,1,79.10000000000002,79.10000000000002,79.10000000000002,-15.0,5.0,0.0,1.0,14.2,2017-08-16,2017-08-16,0,197,1
