customer_id,total_orders,total_spent,avg_order_value,max_order_value,avg_delivery_delay,avg_review_score,late_delivery_ratio,avg_installments,avg_freight_value,first_order_date,last_order_date,customer_tenure_days,days_since_purchase,churn_probability
005c36bfaa8710aaf61e4b1712ccd658,1,283.42,283.42,283.42,-11.0,5.0,0.0,5.0,23.42,2018-03-13,2018-03-13,0,-12,0.7131020689638562
0062859a8f89e25c6b0e8dc905ccc59d,1,318.44,318.44,318.44,-14.0,4.0,0.0,10.0,123.44,2018-03-24,2018-03-24,0,-23,0.7562851195932043
0063bdf3bf91260f76973a4af6f9199e,1,97.23,97.23,97.23,-34.0,3.0,0.0,2.0,18.43,2018-06-05,2018-06-05,0,-96,0.836704941363289
006431d77c665533ac99b501d8a6ab06,1,236.56,236.56,236.56,-8.0,5.0,0.0,4.0,15.92,2018-04-15,2018-04-15,0,-45,0.7111601589669189
00652f7a6e012d58f58fefd69d1a1ea4,1,86.80000000000001,86.80000000000001,86.80000000000001,-9.0,5.0,0.0,1.0,7.9,2018-04-14,2018-04-14,0,-44,0.7326735686338458
00660e817a39486a37c26b071d0741f8,1,161.48,161.48,161.48,-11.0,4.0,0.0,7.0,13.48,2018-03-31,2018-03-31,0,-30,0.7190159754694152
0069f43bfc018147f03b7a0f64fa00bd,1,75.68,75.68,75.68,-17.0,5.0,0.0,6.0,19.58,2018-07-19,2018-07-19,0,-140,0.7370172153822055
00791d8bb3acb245dc0b865656e18fff,1,128.4,128.4,128.4,-36.0,2.0,0.0,10.0,38.5,2018-08-21,2018-08-21,0,-173,0.7409349068751877
0086b541a59fa554e7953e2d3c285285,1,52.18,52.18,52.18,-14.0,3.0,0.0,3.0,17.18,2018-07-26,2018-07-26,0,-147,0.7062641384233246
008943f202ed451804dfc1c23248eeb0,1,116.79,116.79,116.79,-21.0,5.0,0.0,10.0,19.59,2018-07-28,2018-07-28,0,-149,0.7223989965626724
00953228b409090c774d955f2ab881e5,1,118.35,118.35,118.35,-5.0,4.0,0.0,5.0,8.03,2018-08-23,2018-08-23,0,-175,0.7063946347971918
009556b29007b7233895402fac956591,1,139.15,139.15,139.15,-6.0,5.0,0.0,6.0,12.15,2018-07-21,2018-07-21,0,-142,0.7260805508286752
0096dd625383caa8afe2c028018bf4ce,2,1042.74,521.37,521.37,-25.0,3.0,0.0,5.5,21.38,2018-04-11,2018-04-11,0,-41,0.7015970325384615
0097c5abeb126a90646370f4a1cf3d93,3,446.04,148.68,148.68,-34.0,4.0,0.0,1.0,38.7,2018-06-04,2018-06-04,0,-95,0.7882324985297393
009c825b4f96c0c03731ac38b6e1c6ea,1,148.54,148.54,148.54,-32.0,1.0,0.0,1.0,36.54,2018-05-28,2018-05-28,0,-88,0.7687487236723617
00a16acd591b4bb112f2e94c7d2f9936,1,47.29,47.29,47.29,-14.0,5.0,0.0,4.0,18.3,2018-06-12,2018-06-12,0,-103,0.7372141255490747
00a39528c677a55852f57235f988b837,1,229.79,229.79,229.79,-3.0,4.0,0.0,6.0,9.89,2018-03-23,2018-03-23,0,-22,0.7054772659804359
00a572d0c25a9ea5e283ea2da267ba8d,1,164.7,164.7,164.7,-8.0,5.0,0.0,3.0,19.1,2018-04-02,2018-04-02,0,-32,0.7031151746458315
00a7f9b60493b4b11601b42e5f31eac9,2,116.7,58.35,58.35,-24.0,5.0,0.0,2.0,11.15,2018-06-03,2018-06-03,0,-94,0.8493621322894895
00aa3aa0438ac8a9e8a9378171ccd055,1,34.349999999999994,34.349999999999994,34.349999999999994,-6.0,5.0,0.0,1.0,14.45,2018-08-13,2018-08-13,0,-165,0.7169184107613893
00aee581138f207eb71f58811aae25d1,1,102.53,102.53,102.53,-9.0,5.0,0.0,1.0,7.53,2018-04-15,2018-04-15,0,-45,0.7102699390569046
00b2fdba41164ba7de5052652fb86231,1,75.11000000000001,75.11000000000001,75.11000000000001,-6.0,5.0,0.0,2.0,9.21,2018-07-22,2018-07-22,0,-143,0.7387527194116842
00b4054d851ec464f6fb745fab627439,1,411.33,411.33,411.33,-19.0,5.0,0.0,10.0,26.33,2018-05-19,2018-05-19,0,-79,0.7692233552734471
00ba24d5e8869fd25950fd26c098ee20,1,162.28,162.28,162.28,-9.0,4.0,0.0,4.0,12.28,2018-05-15,2018-05-15,0,-75,0.7091716921252658
00bf225ae2b2d6a141e31acf971c4a03,1,42.38,42.38,42.38,-6.0,5.0,0.0,1.0,7.39,2018-03-14,2018-03-14,0,-13,0.7167787599626511
00c634fb2feeb4e2767a916c2375c9b8,1,1318.0600000000002,1318.0600000000002,1318.0600000000002,-5.0,5.0,0.0,1.0,18.41,2018-08-20,2018-08-20,0,-172,0.8646449720077753
00c6436d2afd5923cba3f19f9542b140,1,222.92,222.92,222.92,-12.0,5.0,0.0,4.0,62.92,2018-03-23,2018-03-23,0,-22,0.7118847050054121
00c82b169fb6a103c5274dc731295a98,1,46.19,46.19,46.19,-8.0,4.0,0.0,1.0,8.29,2018-04-20,2018-04-20,0,-50,0.7127434809920452
00c86cc609174f994caee1818b788e05,1,102.38,102.38,102.38,-14.0,5.0,0.0,10.0,42.48,2018-03-10,2018-03-10,0,-9,0.768371123358206
00cf7bb323cf933b841728576c4de744,1,181.82,181.82,181.82,-14.0,5.0,0.0,6.0,22.82,2018-04-19,2018-04-19,0,-49,0.7230459921321534
00d7e038b53f4b3ed3036d2d016e51c4,1,74.22,74.22,74.22,-13.0,5.0,0.0,1.0,19.35,2018-03-31,2018-03-31,0,-30,0.7127217289339578
00daf19c19d0fa15a86284fa7293b5ac,1,151.89,151.89,151.89,-15.0,3.0,0.0,8.0,19.89,2018-06-10,2018-06-10,0,-101,0.7313046933028842
00fb765118b6d3b18dfc763dc3729a5b,1,99.11,99.11,99.11,-13.0,5.0,0.0,8.0,15.11,2018-06-26,2018-06-26,0,-117,0.7334036617355941
010714eb89c36dd92fee08385cc1dd6b,1,219.44,219.44,219.44,-14.0,,0.0,4.0,39.64,2018-07-19,2018-07-19,0,-140,0.705929805861265
0107c38d1ad737e7508cc65067b25d10,1,43.23,43.23,43.23,-9.0,4.0,0.0,4.0,15.23,2018-05-10,2018-05-10,0,-70,0.7085252232048006
010c5ccfc9a9135b8c89e2d66f5fb8f5,1,67.36,67.36,67.36,-15.0,4.0,0.0,6.0,19.53,2018-08-24,2018-08-24,0,-176,0.7262149919047376
010d1bac7f6ca46ef1c6fd0c4034cffc,1,65.42,65.42,65.42,-7.0,5.0,0.0,1.0,14.52,2018-05-09,2018-05-09,0,-69,0.70131290639007
010ebb5ce5da9367a59959153f083968,1,32.43,32.43,32.43,-1.0,5.0,0.0,1.0,7.44,2018-07-20,2018-07-20,0,-141,0.7076373516364746
01156d307fdee5870c27d63afb938bd9,1,49.45,49.45,49.45,-11.0,5.0,0.0,1.0,14.55,2018-07-09,2018-07-09,0,-130,0.7321238895686076
0117fcfe90f5c0df487c5eb4ae067aff,1,170.44,170.44,170.44,-16.0,4.0,0.0,10.0,89.88,2018-07-25,2018-07-25,0,-146,0.7193712688859564
011b97b83f521e755f03173c96baf57b,1,92.38999999999999,92.38999999999999,92.38999999999999,-13.0,4.0,0.0,3.0,22.59,2018-05-18,2018-05-18,0,-78,0.7263612779067771
0126c89d5a7c2b7b2bda098668c7526d,1,96.08,96.08,96.08,-9.0,5.0,0.0,3.0,23.09,2018-03-21,2018-03-21,0,-20,0.7288461427135318
0126e712caf48d6cf32ffbdce563d2c3,1,80.45,80.45,80.45,-10.0,4.0,0.0,1.0,15.55,2018-08-17,2018-08-17,0,-169,0.7059166526560733
0130b37ed963c4a595792582025bdcb0,1,107.32,107.32,107.32,-23.0,5.0,0.0,9.0,67.42,2018-06-30,2018-06-30,0,-121,0.7451522798493623
0137aedb5fd652186dbf05e49d78db59,1,75.51,75.51,75.51,-8.0,3.0,0.0,1.0,15.52,2018-07-19,2018-07-19,0,-140,0.7050902605175832
0137bbd3e8c493cfa735b98ef18bd1c6,1,336.09000000000003,336.09000000000003,336.09000000000003,-3.0,4.0,0.0,10.0,17.11,2018-05-21,2018-05-21,0,-81,0.7644843841161939
0138300525351148ae5c0bfe11efe43c,1,78.35,78.35,78.35,-11.0,5.0,0.0,2.0,23.19,2018-07-26,2018-07-26,0,-147,0.7167688823651217
013e4fc1800b9973a92b450d18c4f658,1,105.77,105.77,105.77,-7.0,5.0,0.0,2.0,10.88,2018-04-26,2018-04-26,0,-56,0.8411485073543357
014b7917072f3fe8c9ca37d4043c31d1,1,25.79,25.79,25.79,-2.0,5.0,0.0,1.0,8.29,2018-08-26,2018-08-26,0,-178,0.7571701461263225
015041e1136a20f44f9cf4bbf29df823,1,193.22,193.22,193.22,-14.0,5.0,0.0,4.0,19.32,2018-07-10,2018-07-10,0,-131,0.7109134868122744
0157d2d9039fc91ade6a389d733d8a16,1,56.77,56.77,56.77,-5.0,5.0,0.0,1.0,7.87,2018-05-09,2018-05-09,0,-69,0.7145648977088169
015c5e6d8c584992072dd7b69f2fad3e,1,61.14,61.14,61.14,-9.0,5.0,0.0,3.0,11.15,2018-05-21,2018-05-21,0,-81,0.9043319209626516
0165051ac7514aff1b132007d915622f,1,200.35,200.35,200.35,-7.0,4.0,0.0,6.0,61.35,2018-03-26,2018-03-26,0,-25,0.716360763126616
016890b20bac6cd8155fb02cd3ec3e44,1,488.55,488.55,488.55,-20.0,5.0,0.0,10.0,88.65,2018-07-01,2018-07-01,0,-122,0.7361204387027293
016b15d60fe523cbfb8bda340e0cd769,1,460.61,460.61,460.61,-29.0,5.0,0.0,1.0,20.96,2018-05-30,2018-05-30,0,-90,0.8120721018529962
016fb9a9ab3b0b9f1d9e7438236b3fba,1,130.65,130.65,130.65,-9.0,3.0,0.0,5.0,20.65,2018-05-23,2018-05-23,0,-83,0.7406628185780957
01709d66652d26124875777dda46cfac,1,85.81,85.81,85.81,-6.0,5.0,0.0,1.0,7.81,2018-07-26,2018-07-26,0,-147,0.7223343076985843
0179f2f4c32e0b0c2a4cb0d57e7d5a26,1,1308.18,1308.18,1308.18,-26.0,2.0,0.0,10.0,348.17999999999995,2018-05-10,2018-05-10,0,-70,0.7172293876587087
017f022018ad01373771ddfd46eb5dc6,1,54.03,54.03,54.03,-10.0,5.0,0.0,5.0,19.04,2018-05-10,2018-05-10,0,-70,0.7460263498297975
018150959151a39894d01128bc358aed,1,1117.99,1117.99,1117.99,-23.0,4.0,0.0,1.0,18.99,2018-08-21,2018-08-21,0,-173,0.7279204741654068
0184a596785fae3af62eb04f7c4221f4,1,108.92,108.92,108.92,-6.0,5.0,0.0,7.0,9.43,2018-05-18,2018-05-18,0,-78,0.7527170659061163
018a1c3096d2b2bf4a869cc213c03345,1,217.55,217.55,217.55,-9.0,4.0,0.0,4.0,52.55,2018-05-23,2018-05-23,0,-83,0.705119020162854
018bd804612e66267d4dc4ac8f8b98c1,1,259.01,259.01,259.01,-4.0,5.0,0.0,1.0,9.01,2018-08-14,2018-08-14,0,-166,0.7048012340964225
019017e9f8b2c0e399f1f00e6e87f306,1,202.91,202.91,202.91,-10.0,5.0,0.0,9.0,23.01,2018-07-21,2018-07-21,0,-142,0.8014611280994568
019200fa574c9eda0fbc82c71fcc8fbe,1,1930.34,1930.34,1930.34,-17.0,5.0,0.0,10.0,31.34,2018-07-24,2018-07-24,0,-145,0.819364415687269
0193c07a4b8a38ee92bdd6535de468d5,1,138.73,138.73,138.73,-11.0,5.0,0.0,5.0,15.74,2018-03-17,2018-03-17,0,-16,0.7257927544035117
01952039ba4abb6c459e7b6d62a69d7a,1,93.28,93.28,93.28,-29.0,5.0,0.0,4.0,19.98,2018-08-17,2018-08-17,0,-169,0.7613565898482826
019689350fe9ec51d6d9fcd76119e2fa,1,52.57,52.57,52.57,-9.0,4.0,0.0,2.0,7.58,2018-06-24,2018-06-24,0,-115,0.7596079497920941
01970508b13705f57b760db5f8f63217,1,190.0,190.0,190.0,-13.0,4.0,0.0,4.0,16.1,2018-05-12,2018-05-12,0,-72,0.7035163224828415
01973489089879f533dd627cad53e7e2,1,314.53000000000003,314.53000000000003,314.53000000000003,-10.0,5.0,0.0,10.0,14.54,2018-04-28,2018-04-28,0,-58,0.78789095353343
01a51dab2737347e9b62bd2616a16d22,1,194.33,194.33,194.33,-14.0,5.0,0.0,18.0,19.33,2018-07-29,2018-07-29,0,-150,0.7656275434382265
01a52718e4ca43d2cc1da7c9209a6325,1,83.75,83.75,83.75,-6.0,5.0,0.0,3.0,13.85,2018-04-15,2018-04-15,0,-45,0.7110578071880438
01a62912967c457c51f60e42eba81aab,1,81.24,81.24,81.24,-10.0,5.0,0.0,1.0,22.34,2018-07-23,2018-07-23,0,-144,0.7172412795565849
01a7b4df1b55e01c05863134a5e587be,1,82.33000000000001,82.33000000000001,82.33000000000001,-5.0,5.0,0.0,8.0,12.43,2018-05-18,2018-05-18,0,-78,0.7049766246425859
01b4d8edfd68874d23092c8fcb6a4edb,1,33.129999999999995,33.129999999999995,33.129999999999995,-29.0,5.0,0.0,3.0,15.23,2018-06-15,2018-06-15,0,-106,0.8142086133412945
01b783aa8c0944d07d43b8e2039867e5,1,738.5699999999998,738.5699999999998,738.5699999999998,-13.0,5.0,0.0,4.0,48.68,2018-03-01,2018-03-01,0,0,0.7181341022451859
01c77b0f81a1e64cc8de4f736226f7a1,1,60.88,60.88,60.88,-6.0,5.0,0.0,1.0,7.39,2018-03-12,2018-03-12,0,-11,0.7159370371432235
01cf93cabf578892dc3217e6601b0cef,1,117.96,117.96,117.96,-7.0,5.0,0.0,1.0,7.64,2018-05-13,2018-05-13,0,-73,0.70271034063544
01d7e86d9cc4c847baf866cf8f0d0536,1,198.69,198.69,198.69,-13.0,5.0,0.0,4.0,43.37,2018-07-18,2018-07-18,0,-139,0.7122287895281485
01e2dee0a2e7464a701d0c480225501c,1,628.42,628.42,628.42,-16.0,5.0,0.0,1.0,30.42,2018-03-26,2018-03-26,0,-25,0.7121153544012161
01e92a3b160b9a3751ffc7cf52dbed77,1,119.18,119.18,119.18,-50.0,5.0,0.0,1.0,13.18,2018-03-07,2018-03-07,0,-6,0.7493916288926864
01ea4160e63a7ce5101967e07ddf4c18,1,89.45,89.45,89.45,-15.0,5.0,0.0,8.0,19.46,2018-05-14,2018-05-14,0,-74,0.7260058645756884
01ebd22baace52e484a1c52ff136ebe1,1,68.64,68.64,68.64,-7.0,5.0,0.0,2.0,11.15,2018-04-29,2018-04-29,0,-59,0.8811808610889946
01ebd7292a8ec3c547e0876d1aa4b3db,1,189.08,189.08,189.08,-8.0,4.0,0.0,8.0,29.1,2018-04-25,2018-04-25,0,-55,0.7102706799988683
01f5c92b138f7260aeed5a7aea4d0af4,1,220.28,220.28,220.28,-9.0,5.0,0.0,3.0,16.28,2018-04-04,2018-04-04,0,-34,0.7059399416659364
01f619b964e6c75d7a6e529951848001,1,650.6500000000001,650.6500000000001,650.6500000000001,-17.0,5.0,0.0,10.0,26.95,2018-04-30,2018-04-30,0,-60,0.7353938194406225
01f831a3745969dca7b974014c4d4344,1,109.64,109.64,109.64,-9.0,5.0,0.0,5.0,14.74,2018-05-16,2018-05-16,0,-76,0.7380012970350414
01f841d4c59e8b7634174ef72a75f81a,1,23.38,23.38,23.38,-5.0,5.0,0.0,1.0,7.39,2018-07-23,2018-07-23,0,-144,0.7460033589591762
01fa535b377b96fe00287149f6f01441,1,117.57,117.57,117.57,-14.0,5.0,0.0,3.0,18.57,2018-06-08,2018-06-08,0,-99,0.7215824657054059
02060b47874e560f104dad93ae22e6f1,1,566.4,566.4,566.4,-8.0,5.0,0.0,5.0,26.5,2018-07-24,2018-07-24,0,-145,0.7121951440896923
020b0645ceac44c1ae2de1ed2bc02b54,1,43.22,43.22,43.22,-30.0,5.0,0.0,2.0,18.23,2018-06-04,2018-06-04,0,-95,0.8745834213483404
020bc050aac2baa5e0d1b4ad091ef35a,1,80.89,80.89,80.89,-12.0,5.0,0.0,2.0,22.99,2018-03-21,2018-03-21,0,-20,0.7176359745787226
020c87503e1eeb262f17c9e7c0b556b5,1,576.88,576.88,576.88,-13.0,5.0,0.0,10.0,21.98,2018-08-12,2018-08-12,0,-164,0.7644079324968378
020e0c200a053638412950ba455d5b37,1,400.66,400.66,400.66,-29.0,3.0,0.0,4.0,20.76,2018-07-04,2018-07-04,0,-125,0.7310609560566909
020fff139f1af3a6dff28456f386fe2d,1,47.93,47.93,47.93,-2.0,5.0,0.0,2.0,8.44,2018-08-10,2018-08-10,0,-162,0.7378456242700794
021633f35ba9c0e00fce2f9a31281c71,1,68.53,68.53,68.53,-29.0,5.0,0.0,3.0,19.53,2018-07-01,2018-07-01,0,-122,0.7972288033887422
0217db9efc54141e264d17de315874d1,1,82.83000000000001,82.83000000000001,82.83000000000001,-12.0,5.0,0.0,6.0,12.93,2018-04-07,2018-04-07,0,-37,0.7239410975366222
021e1ff95f894f02e2d22bf2b7c96ccc,1,60.7,60.7,60.7,-13.0,3.0,0.0,3.0,13.71,2018-04-18,2018-04-18,0,-48,0.7112649515039905
0221ef5387bbb856f1b319d942fd15bc,1,48.72,48.72,48.72,-6.0,4.0,0.0,3.0,8.82,2018-06-10,2018-06-10,0,-101,0.7127442033954527
0225ea6650051752e6352a65f4316c49,1,71.78,71.78,71.78,-6.0,5.0,0.0,1.0,8.88,2018-05-18,2018-05-18,0,-78,0.7114902951130884
0226546cc4bbdda9dea563ff7138700e,1,81.05,81.05,81.05,-5.0,4.0,0.0,6.0,14.05,2018-08-14,2018-08-14,0,-166,0.7199089951984977
022d8f488c8a3f6e686848f2b2cfc54d,1,218.51,218.51,218.51,-14.0,5.0,0.0,8.0,38.52,2018-08-11,2018-08-11,0,-163,0.7092533271575852
0238124998cd8eddd5b3ea04d4c1e658,1,56.1,56.1,56.1,-2.0,4.0,0.0,1.0,7.6,2018-08-12,2018-08-12,0,-164,0.7244357432036034
023cf83ac35d703a6f3c1b31bcf844d5,1,1342.9799999999998,1342.9799999999998,1342.9799999999998,-12.0,1.0,0.0,1.0,502.98,2018-03-08,2018-03-08,0,-7,0.7297303268790841
024679569f0c2c3aac239e0d2ab50b7b,1,49.43,49.43,49.43,-7.0,5.0,0.0,4.0,9.44,2018-05-17,2018-05-17,0,-77,0.7202647118248113
02469bb79cf0096970abae40244a4c6f,1,97.32,97.32,97.32,-18.0,5.0,0.0,3.0,37.33,2018-08-12,2018-08-12,0,-164,0.7078937942408132
02470f4de93d257745873d383dbca7b0,1,39.94,39.94,39.94,-26.0,4.0,0.0,3.0,19.95,2018-03-10,2018-03-10,0,-9,0.7177707007865723
024d9375532751f84d5bb83ac936b3f8,1,137.63,137.63,137.63,-15.0,3.0,0.0,6.0,18.63,2018-06-23,2018-06-23,0,-114,0.7280487561713984
02502a29041f75b4982896ed8ca6e736,1,41.53,41.53,41.53,-20.0,5.0,0.0,4.0,19.04,2018-06-10,2018-06-10,0,-101,0.7135869596935491
025247dee36960e70666880b8073e582,1,31.95,31.95,31.95,-37.0,1.0,0.0,2.0,17.06,2018-06-07,2018-06-07,0,-98,0.8550106445730518
025a13782125f9ee98dd321dc97e23ee,1,42.51,42.51,42.51,-4.0,5.0,0.0,1.0,7.51,2018-08-07,2018-08-07,0,-159,0.7109715114492182
025c2b263a9a9247f855c0c777aabe33,1,278.04,278.04,278.04,-9.0,5.0,0.0,5.0,28.05,2018-07-20,2018-07-20,0,-141,0.714304580369033
025ce7b097bd128c2d494aeac94d62ea,1,41.29,41.29,41.29,-5.0,5.0,0.0,1.0,7.39,2018-04-02,2018-04-02,0,-32,0.7173985167473935
0260bd7b3bf780786cc7ad501287d9d3,1,90.25,90.25,90.25,-17.0,5.0,0.0,4.0,26.53,2018-04-28,2018-04-28,0,-58,0.7239287401964196
026460d9e7ce66ec77d827eaef2bb898,1,292.06,292.06,292.06,-10.0,4.0,0.0,5.0,87.06,2018-04-16,2018-04-16,0,-46,0.7064513597302764
0264bbda6bd6492c79a5843f7c2e1eb4,1,72.72,72.72,72.72,-1.0,4.0,0.0,1.0,7.72,2018-08-06,2018-08-06,0,-158,0.7187774358269892
0264f4e581481a3f01d4f341d38a46ed,1,37.24,37.24,37.24,-15.0,1.0,0.0,3.0,15.25,2018-07-23,2018-07-23,0,-144,0.72653788193596
026bfde40abfbefc0a23ce6856a9b3f3,1,52.58,52.58,52.58,-5.0,1.0,0.0,1.0,7.58,2018-07-03,2018-07-03,0,-124,0.7590009231840521
0273ad500c7050a14ee1d5a79d558605,1,105.22,105.22,105.22,-5.0,5.0,0.0,5.0,14.22,2018-08-18,2018-08-18,0,-170,0.7069002466139609
0275161cf1fc69fd8f5412ba423a3004,1,34.35,34.35,34.35,3.0,5.0,1.0,1.0,7.45,2018-08-14,2018-08-14,0,-166,0.812721686249288
0277bd798b42071cb092b1795dbae947,1,75.72,75.72,75.72,-29.0,3.0,0.0,7.0,16.73,2018-04-03,2018-04-03,0,-33,0.7225460674338475
0277e884f6fcd7d9610836744bc7e8a5,1,103.46,103.46,103.46,-12.0,1.0,0.0,6.0,18.47,2018-04-24,2018-04-24,0,-54,0.7109948648272396
027e8c3fbdb7694e9b0824865a13388f,1,220.25,220.25,220.25,-14.0,5.0,0.0,7.0,60.35,2018-07-08,2018-07-08,0,-129,0.7209270093612993
0282e1d60197412167fbb0b111fd55e2,2,94.58,47.29,47.29,-7.0,5.0,0.0,1.0,7.39,2018-03-16,2018-03-16,0,-15,0.7540487301950968
02841fd8efadbaf1b2e99e29822ed8e2,1,183.3,183.3,183.3,-43.0,5.0,0.0,3.0,33.31,2018-06-04,2018-06-04,0,-95,0.7643327914081024
028514f8be6e8c2adb9d0b4647ef3a39,1,175.34,175.34,175.34,-9.0,5.0,0.0,10.0,27.34,2018-08-19,2018-08-19,0,-171,0.767638235498454
028b0af58d2752a889011dc9c496a054,1,68.53999999999999,68.53999999999999,68.53999999999999,-1.0,4.0,0.0,3.0,8.64,2018-04-11,2018-04-11,0,-41,0.7660267470981827
028d9c8cb891f2860106890cbc40834f,1,212.94,212.94,212.94,-8.0,5.0,0.0,8.0,23.04,2018-05-03,2018-05-03,0,-63,0.7143510019896324
029c1bebebe4314d00b4ebc26fb09225,1,100.41,100.41,100.41,5.0,5.0,1.0,5.0,60.41,2018-05-10,2018-05-10,0,-70,0.7069267094762313
02a0087b3657817949973dc48134dece,1,120.11,120.11,120.11,-16.0,5.0,0.0,4.0,22.61,2018-07-30,2018-07-30,0,-151,0.7209652554821008
02b168b03c95daba8c837ac1d2f85670,1,85.11,85.11,85.11,-32.0,4.0,0.0,6.0,17.11,2018-06-20,2018-06-20,0,-111,0.7520116068607868
02bd740a9c42959b61e38d5a07d43522,1,255.46,255.46,255.46,0.0,5.0,0.0,10.0,10.47,2018-08-14,2018-08-14,0,-166,0.8228541743102125
02bf3f33e6774c0aa0f9a8713f087162,1,50.69,50.69,50.69,-14.0,5.0,0.0,5.0,12.79,2018-03-11,2018-03-11,0,-10,0.7377522738998386
02c61d2bc19f626c10dd080efe7ecfde,1,181.52,181.52,181.52,-8.0,4.0,0.0,8.0,19.02,2018-04-17,2018-04-17,0,-47,0.7187452054004525
02d1b5b8831241174c6ef13efd35abbd,1,827.32,827.32,827.32,-5.0,5.0,0.0,10.0,37.32,2018-04-08,2018-04-08,0,-38,0.8264941437390977
02d683623fe8a7afb049181a823afefa,1,30.22,30.22,30.22,-30.0,4.0,0.0,1.0,15.23,2018-06-02,2018-06-02,0,-93,0.7682708829140208
02d6d0f47ae7ef004d1106cd4743b553,1,68.31,68.31,68.31,-1.0,5.0,0.0,5.0,22.41,2018-05-21,2018-05-21,0,-81,0.7080133968874516
02d8426ded4654ed60b46ddd6d1a4f8c,1,682.14,682.14,682.14,-15.0,5.0,0.0,10.0,82.44,2018-05-01,2018-05-01,0,-61,0.7612360979864605
02e04e4adf1a4ec2e262f8f942b4b315,1,156.85,156.85,156.85,-32.0,5.0,0.0,3.0,16.95,2018-03-24,2018-03-24,0,-23,0.7355795796204615
02e0c77c1d6bd78e21d61a7c7b818af9,1,54.95,54.95,54.95,-14.0,5.0,0.0,1.0,11.15,2018-04-06,2018-04-06,0,-36,0.8867841741985769
02e5b5ecce34b118017c55151accfbe5,1,62.08,62.08,62.08,-7.0,5.0,0.0,6.0,37.09,2018-07-30,2018-07-30,0,-151,0.7344539695445365
02e86093158ca5dc555cd7674b753274,1,521.13,521.13,521.13,-18.0,5.0,0.0,10.0,25.18,2018-04-18,2018-04-18,0,-48,0.7749181528880374
02edb3a95305c7b4e3d0e666744b1fb9,1,373.37,373.37,373.37,-35.0,5.0,0.0,1.0,24.37,2018-06-16,2018-06-16,0,-107,0.8446252728326621
02fa7cd4dbbaf1b6794f6f78b0918985,1,57.51,57.51,57.51,-2.0,3.0,0.0,1.0,7.61,2018-08-10,2018-08-10,0,-162,0.7089600226085002
